pairId,readerId,questionId,questionText,answer,confidence,timestamp,versionA,versionB
synth-045,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,4,2026-06-14T10:45:00.000Z,high-temp,low-temp
synth-045,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:45:00.000Z,high-temp,low-temp
synth-046,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,4,2026-06-14T10:46:00.000Z,default,low-temp
synth-046,beta-reader-sim,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:46:00.000Z,default,low-temp
synth-046,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,3,2026-06-14T10:46:00.000Z,default,low-temp
synth-046,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:46:00.000Z,default,low-temp
synth-046,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,3,2026-06-14T10:46:00.000Z,default,low-temp
synth-047,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,3,2026-06-14T10:47:00.000Z,default,high-temp
synth-047,beta-reader-sim,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:47:00.000Z,default,high-temp
synth-047,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:47:00.000Z,default,high-temp
synth-047,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,3,2026-06-14T10:47:00.000Z,default,high-temp
synth-047,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:47:00.000Z,default,high-temp
synth-048,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,4,2026-06-14T10:48:00.000Z,low-temp,high-temp
synth-048,beta-reader-sim,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:48:00.000Z,low-temp,high-temp
synth-048,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:48:00.000Z,low-temp,high-temp
synth-048,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:48:00.000Z,low-temp,high-temp
synth-048,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:48:00.000Z,low-temp,high-temp
synth-049,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,3,2026-06-14T10:49:00.000Z,low-temp,default
synth-049,beta-reader-sim,character,哪个版本的角色更真实可信？,A,3,2026-06-14T10:49:00.000Z,low-temp,default
synth-049,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:49:00.000Z,low-temp,default
synth-049,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,tie,3,2026-06-14T10:49:00.000Z,low-temp,default
synth-049,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:49:00.000Z,low-temp,default
synth-050,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,tie,3,2026-06-14T10:50:00.000Z,high-temp,default
synth-050,beta-reader-sim,character,哪个版本的角色更真实可信？,B,3,2026-06-14T10:50:00.000Z,high-temp,default
synth-050,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,3,2026-06-14T10:50:00.000Z,high-temp,default
synth-050,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,3,2026-06-14T10:50:00.000Z,high-temp,default
synth-050,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,3,2026-06-14T10:50:00.000Z,high-temp,default
